"","gene","ESC","EpiLC","q.value.ESC.EpiLC"
"13816","Mir491",0,7.63263,1
"13817","Gm13271",0,0,1
"13818","Gm13286",0,0,1
"13819","Gm13283",0,0,1
"13820","Gm13290",0,0,1
"13821","Gm13289",0,0,1
"13822","Gm13272",0,0,1
"13823","Ifnz",0,0,1
"13824","Gm13276",0,0,1
"13825","Gm13277",0,0,1
"13826","Gm13278,Gm13279",0,0,1
"13827","Gm13275",0,0.00789395,1
"13828","Gm13278,Gm13279",0,0,1
"13829","Gm13275",0,0,1
"13830","Gm13285",0,0,1
"13831","Gm13288",0.0118018,0.00923882,1
"13832","Ifna7",0,0,1
"13833","Ifna11",0,0,1
"13834","Ifna6",0,0,1
"13835","Ifna5",0,0,1
"13836","Ifna4",0,0,1
"13837","Ifna1",0,0,1
"13838","Gm12603",0,0,1
"13839","Mtap",32.475,43.7426,0.0921791
"13840","Dmrta1",0.175885,0.259696,1
"13841","Zfp352",0.509662,0.259853,0.0609356
"13842","Gm12657",0.887772,0.996675,0.979621
"13843","Ift74",11.6878,6.5104,0.00277728
"13844","Mir872",0,9.60248,1
"13845","Tek",0.863209,0.500734,0.053503
"13846","Fggy",1.7564,6.60527,0.000682861
"13847","Hook1",19.332,34.2347,0.000682861
"13848","Nfia",0.319294,0.514294,0.0714584
"13849","Inadl",1.26696,12.268,0.000682861
"13850","L1td1",316.82,165.725,0.000682861
"13851","A730085A09Rik",1.8436,2.12575,0.878598
"13852","Usp1",53.2869,43.0256,0.260135
"13853","Angptl3",0.0111085,0.0684625,1
"13854","Atg4c",4.1543,3.31336,0.421474
"13855","Foxd3",19.5732,8.5036,0.000682861
"13856","Alg6",8.88375,12.366,0.104312
"13857","Efcab7",1.62396,2.23765,0.308357
"13858","Pgm2",20.5749,47.605,0.000682861
"13859","Ror1",0.707026,1.33402,0.0188306
"13860","Ube2u",0.0806935,0.0667762,1
"13861","Cachd1",5.59892,6.1308,0.784966
"13862","Raver2",4.49781,12.2954,0.00866704
"13863","0610043K17Rik",0.734615,0.565797,0.907163
"13864","Ak4",58.8415,30.2635,0.000682861
"13865","Dnajc6",13.9855,2.6182,0.000682861
"13866","Leprot",36.001,32.8302,0.735456
"13867","Lepr",1.51043,2.07958,0.202326
"13868","Gm12794",3.41404,1.83626,0.0300504
"13869","Gm12789",0.986793,0.680576,0.430245
"13870","Pde4b",0.0332459,2.37589,0.212751
"13871","Sgip1",0.0150326,0.0771011,1
"13872","Tctex1d1",0,0.044371,1
"13873","Mier1",19.3866,17.013,0.578028
"13874","4930456L15Rik",0,0,1
"13875","Oma1",7.08408,9.88796,0.125199
"13876","LOC622167",0,0,1
"13877","Dab1",6.32289,5.25229,0.712566
"13878","C8b",0.0634464,0.0430783,1
"13879","1700024P16Rik",0.0187143,0.150443,1
"13880","Ppap2b",8.69046,9.4496,0.788303
"13881","Usp24",18.6168,17.4996,0.826917
"13882","Dhcr24",51.3313,61.964,0.37214
"13883","Ttc22",0.0535905,0.10252,1
"13884","Pars2",6.35075,4.01318,0.0310345
"13885","Fam151a",0.0209974,0.0269686,1
"13886","Ssbp3",12.8108,31.8425,0.000682861
"13887","Cyb5rl",1.20458,1.16548,0.956015
"13888","Cdcp2",0.00795605,0.0911867,1
"13889","Tmem59",56.4126,59.7435,0.851816
"13890","Ldlrad1",0,0.0285006,1
"13891","Hspb11",3.69692,6.36839,0.0697747
"13892","Yipf1",11.0647,6.43249,0.0083129
"13893","Tmem48",28.5712,25.5884,0.660902
"13894","Glis1",0.0873927,0.0709705,1
"13895","Lrp8",2.19436,3.65935,0.00612784
"13896","Magoh",144.589,140.038,0.926806
"13897","0610037L13Rik",16.8143,15.7059,0.835783
"13898","Slc1a7",0.308784,0.631081,0.0275616
"13899","Echdc2",51.0522,24.911,0.000682861
"13900","2010305A19Rik",10.3108,9.57956,0.820487
"13901","Zcchc11",14.841,30.1329,0.000682861
"13902","Orc1",43.6272,33.4068,0.133037
"13903","Cc2d1b",19.5179,20.6377,0.857361
"13904","3110021N24Rik",1.30298,1.79081,0.669521
"13905","Txndc12",34.8252,45.4829,0.471881
"13906","Kti12",18.3618,13.3396,0.647248
"13907","Rab3b",0.949725,2.74801,0.000682861
"13908","Nrd1",46.313,46.833,0.977267
"13909","Mir761",64.4864,33.9204,0.632703
"13910","Calr4",1.59784,2.54104,0.0971884
"13911","Eps15",8.51404,12.9339,0.0147915
"13912","Ttc39a",0.296899,1.38887,0.000682861
"13913","Faf1",33.0892,32.4756,0.956015
"13914","Dmrta2",0.535989,0.355043,0.282249
"13915","Agbl4",0,0,1
"13916","Bend5",0.835814,6.45108,0.000682861
"13917","Spata6",10.0306,5.17223,0.000682861
"13918","Skint8",0,0,1
"13919","Skint7",0.289978,0.321745,1
"13920","Skint1",0,0.0115891,1
"13921","Skint4",0.760762,0.843639,0.823374
"13922","Skint3",0.010517,0.0351009,1
"13923","Skint2",0,0.0230988,1
"13924","Skint11",0.0236903,0,1
"13925","Gm12824",0.0408996,0.0517586,1
"13926","Gm12830",0,0.00516387,1
"13927","9130206I24Rik",0.0596855,0.0990182,1
"13928","Stil",7.18278,8.36713,0.519585
"13929","Tal1",0.128293,0.657316,0.000682861
"13930","Pdzk1ip1",0.0826891,0.917789,0.30944
"13931","Cyp4a29-ps",0,0,1
"13932","Cyp4a12a",0,0,1
"13933","Cyp4a12b",0,0.004959,1
"13934","Cyp4a30b-ps",0.218588,0.128295,1
"13935","Cyp4a10",0,0,1
"13936","Cyp4a31",0.0814113,0.0257246,1
"13937","Cyp4a32",0,0,1
"13938","4732418C07Rik",10.7263,9.93306,0.802769
"13939","Atpaf1",18.5352,14.7673,0.291558
"13940","Mob3c",5.5899,0.980345,0.000682861
"13941","Mknk1",8.09079,4.30982,0.000682861
"13942","Kncn",0,0.0145206,1
"13943","Lrrc41",12.9182,16.8887,0.535784
"13944","Pomgnt1",15.3713,22.6738,0.0196567
"13945","1700042G07Rik",0,0,1
"13946","Pik3r3",2.21381,2.2543,0.967931
"13947","Ipp",3.66259,7.93239,0.000682861
"13948","Gpbp1l1",42.4783,37.202,0.56466
"13949","Ccdc17",0.155928,0.281331,1
"13950","Prdx1",615.165,886.757,0.0290668
"13951","Ccdc163",6.89488,7.54926,0.810021
"13952","Tesk2",10.6035,6.22032,0.122179
"13953","Mutyh",13.227,15.8781,0.452893
"13954","Zswim5",2.10818,3.98525,0.000682861
"13955","Hectd3",10.1705,7.81908,0.175921
"13956","Eif2b3",37.6797,50.5996,0.107002
"13957","Ptch2",6.17102,3.87663,0.0177048
"13958","Tctex1d4",0.133926,0.0433069,1
"13959","Tmem53",0.613526,0.983545,0.258052
"13960","Eri3",29.5536,22.1456,0.131918
"13961","Slc6a9",1.16878,1.23961,0.915945
"13962","Hyi",1.65465,4.24967,0.534052
"13963","Med8",24.032,18.8416,0.244975
"13964","Elovl1",9.90395,10.4512,0.972504
"13965","2610528J11Rik",0.0752056,42.5579,0.146725
"13966","Ebna1bp2",69.9168,67.5372,0.918007
"13967","Olfr62",0.0137057,0,1
"13968","Olfr1341",0,0,1
"13969","Olfr1340",0,0,1
"13970","Olfr1339",0,0,1
"13971","Olfr1331",0,0,1
"13972","Olfr1330",0.0137057,0.060284,1
"13973","Lao1",0,0.0123863,1
"13974","Slc2a1",148.463,242.164,0.00277728
"13975","Ccdc23",19.5178,16.907,0.640159
"13976","Lepre1",24.0949,11.4303,0.000682861
"13977","Cldn19",0.61778,0.484792,0.737823
"13978","Zmynd12",0.0301606,0.145603,1
"13979","Foxj3",12.0426,10.2388,0.476976
"13980","Guca2a",0.159098,0,1
"13981","Hivep3",0.0611647,0.0309809,1
"13982","Edn2",0.0178041,1.47802,0.486052
"13983","Scmh1",4.42733,3.93387,0.698175
"13984","Slfnl1",0.0111568,0,1
"13985","Gm8439",0,0,1
"13986","Cited4",1.88647,0.54124,0.00126911
"13987","Rims3",5.25387,7.7733,0.136949
"13988","Col9a2",7.85513,1.83789,0.000682861
"13989","9530002B09Rik",0,0,1
"13990","Ppt1",23.0161,14.7601,0.0068792
"13991","Mycl1",5.27388,9.16834,0.00126911
"13992","Trit1",14.4465,17.8476,0.341432
"13993","Bmp8b",0.348964,1.46755,0.000682861
"13994","Oxct2b",0.0189562,0.0791996,1
"13995","Hpcal4",0.295718,0.671921,0.00725059
"13996","Nt5c1a",0.0172861,0.0120707,1
"13997","Heyl",0,0.0157735,1
"13998","Pabpc4",46.3472,48.7645,0.86987
"13999","Rhbdl2",1.8565,1.79893,0.957071
"14000","Mycbp",15.5143,23.0143,0.0420642
"14001","Rragc",22.3483,19.935,0.658729
"14002","4933407E24Rik",0,0.013401,1
"14003","Oct6",1.08578,44.8133,0.000682861
"14004","Fhl3",7.66088,8.55142,0.735619
"14005","Sf3a3",88.061,79.1126,0.659393
"14006","Mir697",8.91699,36.1273,0.788204
"14007","Inpp5b",11.9114,10.6178,0.674125
"14008","Mtf1",4.26869,2.73609,0.0649374
"14009","Yrdc",34.4599,33.0778,0.915034
"14010","Epha10",0.226384,0.876933,0.000682861
"14011","9930104L06Rik",7.54859,5.725,0.204476
"14012","Rspo1",1.12999,1.92351,0.0552838
"14013","Gnl2",44.8445,56.9581,0.185357
"14014","Snip1",17.1674,13.8783,0.330437
"14015","Meaf6",17.0749,16.4233,0.9243
"14016","Grik3",16.9586,1.07368,0.000682861
"14017","Csf3r",0.633402,0.817828,0.458092
"14018","Mrps15",50.7743,39.3888,0.20886
"14019","Oscp1",1.26618,1.10096,0.750467
"14020","Lsm10",15.3364,10.4739,0.104636
"14021","Stk40",17.0782,14.1607,0.379772
"14022","Fam176b",6.5071,9.31844,0.122179
"14023","Trappc3",28.7886,27.1385,0.857587
"14024","Col8a2",0.209577,0.690128,0.000682861
"14025","Clspn",15.4848,19.3552,0.246273
"14026","5730409E04Rik",1.4546,2.27388,0.0733167
"14027","Psmb2",141.046,120.204,0.463106
"14028","AU040320",2.98569,2.68925,0.931519
"14029","Sfpq",218.672,192.991,0.608016
"14030","Zmym6",8.20912,7.6182,0.81687
"14031","Gm12942",4.04044,3.36698,0.649775
"14032","Dlgap3",27.6657,1.36106,0.000682861
"14033","BC003266",25.3268,16.6553,0.033928
"14034","Phc2",10.0268,9.36338,0.843113
"14035","A3galt2",0.00416922,0,1
"14036","Trim62",0.989017,0.804736,0.572138
"14037","Ak2",169.305,117.142,0.0295707
"14038","Rnf19b",30.143,23.6651,0.202723
"14039","Tmem54",0.122838,15.4009,0.0363113
"14040","Fndc5",0.56237,1.49113,0.000682861
"14041","Yars",67.2876,33.8922,0.044561
"14042","Sync",1.31677,1.09873,0.97484
"14043","Zbtb8os",60.5862,73.5127,0.395531
"14044","Bsdc1",14.4027,13.1316,0.745091
"14045","1700125D06Rik",0.229541,0.0305546,1
"14046","Marcksl1",195.017,123.685,0.00612784
"14047","2510006D16Rik",48.3449,40.4368,0.448682
"14048","Ptp4a2",75.8594,90.4322,0.384677
"14049","E330017L17Rik",0,0,1
"14050","1700003M07Rik",1.16516,1.13679,0.965858
"14051","Bai2",2.99546,2.91616,0.949609
"14052","Col16a1",0.199144,0.229632,1
"14053","Pef1",25.4682,29.3188,0.57609
"14054","Fabp3",301.182,41.3433,0.000682861
"14055","Snrnp40",102.402,72.3768,0.0411581
"14056","Nkain1",24.5964,11.905,0.000682861
"14057","Pum1",63.1757,38.455,0.000682861
"14058","Snord85",61.658,73.3655,0.625228
"14059","Sdc3",0.874515,0.284085,0.000682861
"14060","Laptm5",43.8275,5.54592,0.000682861
"14061","Matn1",1.31598,0.435008,0.000682861
"14062","Mecr",10.0003,10.1103,0.979478
"14063","Srsf4",46.4798,40.2802,0.529684
"14064","Tmem200b",0.283292,0.85046,0.0103684
"14065","Taf12",23.078,16.3522,0.0896529
"14066","Snhg12",62.2461,47.1584,0.229465
"14067","Snora16a",66.4221,94.6311,0.87653
"14068","Snora44",108.776,124.017,0.965116
"14069","Snora61",1919.72,1523.72,0.927792
"14070","Snord99",2067.29,2310.97,0.972736
"14071","Dnajc8",160.684,150.784,0.821735
"14072","Ptafr",0.0604704,0.0979956,1
"14073","Eya3",16.2398,17.6733,0.750577
"14074","Rpa2",72.2259,88.8069,0.278885
"14075","Fgr",0.580044,1.08203,0.0267948
"14076","Ahdc1",22.0571,20.9768,0.869709
"14077","Wasf2",40.5984,33.2919,0.312758
"14078","Cd164l2",1.16758,4.14549,0.000682861
"14079","Map3k6",0.75099,0.240724,0.000682861
"14080","Slc9a1",12.9662,13.588,0.961323
"14081","Fam46b",2.52887,1.27582,0.00612784
"14082","1810019J16Rik",2.31343,3.51492,0.116082
"14083","Nr0b2",0.0973585,0.243255,1
"14084","Gpatch3",10.0003,4.22367,0.000682861
"14085","Gpn2",15.7091,11.663,0.166617
"14086","Aim1l",1.8867,1.61098,0.603637
"14087","Ubxn11",3.9665,1.38572,0.000682861
"14088","E130218I03Rik",7.8111,5.77095,0.569493
"14089","Trim63",7.17359,4.26397,0.0129522
"14090","Slc30a2",16.1468,1.83141,0.000682861
"14091","Pafah2",7.17489,3.6522,0.000682861
"14092","Stmn1",492.581,328.155,0.0147915
"14093","Paqr7",0.61557,0.921213,0.230871
"14094","2610002D18Rik",23.9844,16.4388,0.0516322
"14095","Rhd",1.26871,9.58195,0.000682861
"14096","D4Wsu53e",77.7877,114.272,0.0191145
"14097","Syf2",41.9968,33.3716,0.258287
"14098","Runx3",0.634976,0.237134,0.000682861
"14099","4930555I21Rik",0.337166,0.358395,1
"14100","1700029M20Rik",0.157693,0.34633,1
"14101","Il28ra",2.54742,1.80296,0.139231
"14102","Il22ra1",0.26075,0.315931,1
"14103","Myom3",0.414717,0.300119,0.363785
"14104","Srsf10",104.647,83.6284,0.233121
"14105","Cnr2",0.415717,0.571957,0.361407
"14106","Fuca1",15.84,11.9896,0.168985
"14107","Hmgcl",20.4989,11.8054,0.00180283
"14108","Gale",13.7896,8.20185,0.00901637
"14109","Id3",18.8315,1.38432,0.000682861
"14110","E2f2",5.41138,2.34572,0.000682861
"14111","Asap3",4.11084,2.39075,0.00411009
"14112","Tcea3",76.4135,41.2875,0.000682861
"14113","Zfp46",2.54982,0.935528,0.000682861
"14114","Hnrnpr",62.364,33.9757,0.000682861
"14115","Htr1d",0.0707544,0.102368,1
"14116","Luzp1",26.7678,22.8089,0.437588
"14117","4930549C01Rik",0.143545,0.0233926,1
"14118","Lactbl1",0.0143444,0.0339704,1
"14119","Wnt4",0.125151,0.333436,1
"14120","1700013G24Rik",0.0186749,0.0120589,1
"14121","Hspg2",62.1174,31.6857,0.000682861
"14122","Usp48",80.349,38.0796,0.000682861
"14123","Rap1gap",7.81825,3.10756,0.000682861
"14124","Ece1",8.90223,8.1863,0.78348
"14125","Eif4g3",6.72349,2.73833,0.000682861
"14126","Hp1bp3",15.6434,14.6679,0.834003
"14127","Sh2d5",1.15467,4.5086,0.000682861
"14128","Kif17",0.328406,0.499826,0.220263
"14129","Ddost",85.4367,66.5947,0.166223
"14130","Mul1",6.23598,3.78968,0.00725059
"14131","Camk2n1",5.18057,3.12993,0.0110398
"14132","Pla2g2c",0.568831,1.1769,0.0404631
"14133","Pla2g2d",0.832036,1.09893,0.454808
"14134","Pla2g2a",0.0333841,0.210086,1
"14135","Pla2g2e",0.134531,0.208137,1
"14136","Rnf186",0.00970951,0.164902,1
"14137","Tmco4",2.52646,1.94826,0.347089
"14138","Capzb",141.119,95.0538,0.00901637
"14139","Akr7a5",14.5024,14.1074,0.942654
"14140","C230096C10Rik",16.9383,8.99704,0.000682861
"14141","Ubr4",59.5273,39.8519,0.011364
"14142","Iffo2",3.72024,8.88161,0.000682861
"14143","Aldh4a1",23.0879,17.8097,0.160682
"14144","Tas1r2",0.0211913,0.0244327,1
"14145","Rcc2",197.041,121.039,0.00180283
"14146","Gm13032",0.013617,0.0384569,1
"14147","4930515B02Rik",0.0261525,0.0278189,1
"14148","Padi2",2.68952,1.70016,0.0353511
"14149","Sdhb",95.1096,72.0692,0.11413
"14150","Atp13a2",10.0002,9.48818,0.872729
"14151","Mfap2",0.135602,0.475279,0.365859
"14152","Spata21",0.0819997,0.437704,0.00180283
"14153","Fbxo42",16.5973,10.7889,0.0068792
"14154","6330545A04Rik",1.54571,1.8128,0.742423
"14155","Arhgef19",2.13665,4.42056,0.000682861
"14156","Epha2",40.4113,16.5951,0.000682861
"14157","Fam131c",4.31806,1.45889,0.000682861
"14158","Hspb7",0.165095,0.0757499,1
"14159","Zbtb17",10.9337,6.0265,0.318693
"14160","B330016D10Rik",0.553452,0.707959,0.565819
"14161","AI507597",2.35068,0.585029,0.0949029
"14162","Agmat",0.149928,0.586202,0.0319792
"14163","Casp9",7.88135,7.73488,0.960699
"14164","1810035I16Rik",4.82142,9.60698,0.0518396
"14165","LOC545691",0.156573,0.0707107,1
"14166","Gm10565",0.57232,0.292425,0.647152
"14167","Lrrc38",0.0678045,0.38674,1
"14168","Pramel1",0.931316,1.68688,0.0402493
"14169","Pramef8",4.21987,3.63394,0.605428
"14170","Gm13043,Gm13057",0.0588271,0.0181733,1
"14171","Gm13040",0,0,1
"14172","Gm13040",0,0,1
"14173","BC080695",0.337759,0.0702781,1
"14174","Gm13083",0.33262,0.247557,1
"14175","Gm13078",0.256969,0.228521,1
"14176","Gm13023",0,0.00664746,1
"14177","Gm13103",0,0,1
"14178","Pramel4",0.00930692,0.0152447,1
"14179","Gm13102",0.00928157,0.0154758,1
"14180","Oog2",0,0,1
"14181","Gm13128",1.51089,0.0654664,0.0188306
"14182","Gm13119",0.826496,0.255291,0.00126911
"14183","9430007A20Rik",0,0,1
"14184","Gm13177",0,0,1
"14185","Dhrs3",2.85842,10.943,0.000682861
"14186","Smarca5-ps",2.81775,0.649237,0.000682861
"14187","Gm13212",4.02698,3.41712,0.637575
"14188","Gm13242",46.2075,28.6922,0.00411009
"14189","Gm13238",13.9935,9.33297,0.0891404
"14190","1700095A21Rik",19.9082,17.2564,0.868405
"14191","Rex2",0,0.00610419,1
"14192","Gm13034",1.65444,0.646026,0.00230466
"14193","Gm13051",45.9694,26.8289,0.00126911
"14194","Zfp600",7.66692,4.17734,0.00126911
"14195","Rex2",0.00409347,0.0240701,1
"14196","Gm13139,Gm13152",77.8268,54.2567,0.0908321
"14197","Gm13154",57.4545,45.1972,0.211196
"14198","Fv1",0.2624,0.24019,1
"14199","2510039O18Rik",25.7728,16.7381,0.0083129
"14200","Nppb",0.3531,0.346147,1
"14201","Nppa",0.368996,0.199754,1
"14202","Mthfr",8.73154,2.90697,0.000682861
"14203","Mad2l2",20.9313,18.1359,0.594838
"14204","Fbxo2",8.37018,1.82335,0.000682861
"14205","Mtor",20.57,13.0367,0.0036817
"14206","Exosc10",52.0544,40.5698,0.179451
"14207","Srm",202.149,142.642,0.0488164
"14208","Masp2",2.7057,1.75946,0.954235
"14209","Gm572",0.170454,0.182582,1
"14210","Casz1",1.04956,0.830527,0.444145
"14211","Dffa",12.975,8.66989,0.0686152
"14212","Lzic",16.2432,15.6129,0.912133
"14213","Ctnnbip1",9.30236,11.727,0.282486
"14214","Clstn1",41.6033,21.7541,0.000682861
"14215","Mir34a",0,4.03375,1
"14216","Gpr157",1.07969,2.10549,0.000682861
"14217","Slc2a5",1.00459,1.56162,0.100085
"14218","Slc2a7",2.60306,0.549459,0.000682861
"14219","Eno1",570.343,527.587,0.77727
"14220","Rere",18.1239,22.4234,0.270584
"14221","Errfi1",5.59523,14.2358,0.000682861
"14222","Tnfrsf9",0.21386,0.461044,0.0424782
"14223","Uts2",0,0,1
"14224","Dnajc11",51.6197,29.3494,0.000682861
"14225","Klhl21",9.53722,27.9372,0.000682861
"14226","Nol9",58.9234,53.8291,0.726582
"14227","Plekhg5",14.5336,4.04704,0.000682861
"14228","Tnfrsf25",0.926909,0.351402,0.00323854
"14229","Hes2",0.279544,0.302182,1
"14230","Acot7",46.213,36.4374,0.23108
"14231","Gpr153",1.46422,2.93374,0.000682861
"14232","Icmt",13.7787,11.5241,0.415175
"14233","Rpl22",215.404,282.974,0.131206
"14234","Chd5",1.75634,2.80461,0.0107095
"14235","Nphp4",1.99582,0.8748,0.000682861
"14236","Gm833",0.0567688,0.0723042,1
"14237","A430005L14Rik",28.2855,41.5385,0.0355859
"14238","BC046331",9.11851,10.2605,0.657606
"14239","Lrrc47",29.0472,24.1656,0.483976
"14240","Wdr8",12.7586,8.63551,0.0532953
"14241","Megf6",0.799424,1.47256,0.00969443
"14242","Ttc34",0.101844,0.380137,1
"14243","Mmel1",0.526974,3.33995,0.000682861
"14244","Hes5",0.0647519,0.0203092,1
"14245","Pank4",10.2927,15.4685,0.0234629
"14246","Pex10",11.0196,11.4889,0.91256
"14247","Morn1",1.89342,2.43325,0.451431
"14248","2610002J02Rik",10.6741,16.4766,0.0439232
"14249","2010015L04Rik",3.53579,4.39449,0.428153
"14250","Tmem52",0.113972,0.172703,1
"14251","Gnb1",124.126,124.305,0.995837
"14252","Nadk",44.5563,44.2373,0.983238
"14253","Slc35e2",8.17355,7.57523,0.804653
"14254","Cdk11b",57.1274,44.5317,0.172616
"14255","B930041F14Rik",5.33145,2.45668,0.000682861
"14256","Ssu72",52.637,53.1105,0.978877
"14257","Gm5151",0.0476026,0.199106,1
"14258","2610204G22Rik",0.362495,0.415412,1
"14259","Mrpl20",107.269,78.8738,0.122584
"14260","Ccnl2",38.9527,41.5467,0.819533
"14261","Aurkaip1",84.3986,55.1707,0.0068792
"14262","Mxra8",3.58634,3.78182,0.902286
"14263","Dvl1",13.6198,14.7308,0.782688
"14264","Cpsf3l",43.8105,43.1169,0.966027
"14265","Acap3",5.01644,2.06455,0.000682861
"14266","Ube2j2",28.1686,21.5674,0.288141
"14267","Fam132a",1.93744,6.59499,0.000682861
"14268","Sdf4",18.3033,16.4631,0.667528
"14269","Tnfrsf4",0.316422,0.502218,0.316817
"14270","Tnfrsf18",1.16291,1.79718,0.254788
"14271","9430015G10Rik",16.4497,28.5965,0.00180283
"14272","9930005F22Rik",0.153414,0.16648,1
"14273","AW011738",0.069701,0.0928544,1
"14274","2310042D19Rik",0.0670751,0.150819,1
"14275","Vmn1r3",0,0,1
"14276","Tmem68",4.9239,4.46883,0.791293
"14277","Rps20",2756.22,1869.16,0.0138802
"14278","Mos",0.0759372,0.211799,1
"14279","Plag1",2.65245,3.05132,0.648545
"14280","Sdr16c5",0,0,1
"14281","Sdr16c6",0,0,1
"14282","Penk",0.805273,1.533,0.0346385
"14283","Impad1",18.9968,27.5359,0.0322207
"14284","Cyp7a1",0.037848,0.0382096,1
"14285","Nsmaf",7.26791,14.6474,0.000682861
"14286","Tox",0.0496302,0.055782,1
"14287","Car8",0.581601,0.49234,0.690241
"14288","Asph",12.6799,19.0353,0.0283052
"14289","4930448K20Rik",0.0442742,0.0569902,1
"14290","1700123O12Rik",0,0,1
"14291","Plekhf2",62.5152,32.7413,0.000682861
"14292","2310030N02Rik",15.0957,22.2723,0.0530872
"14293","Ints8",30.7056,33.7096,0.743643
"14294","Dpy19l4",6.96498,10.5165,0.0303021
"14295","Esrp1",2.23349,41.9673,0.000682861
"14296","Pdp1",2.21773,5.34555,0.000682861
"14297","Tmem67",2.19082,2.07153,0.900649
"14298","Fam92a",16.0264,17.7503,0.743162
"14299","Slc26a7",0.0314483,0.00583668,1
"14300","Lrrc69",0.015451,0,1
"14301","Otud6b",45.1226,32.3035,0.0569139
"14302","Necab1",1.10884,0.395997,0.000682861
"14303","Decr1",4.67973,4.52507,0.938736
"14304","Osgin2",6.30069,7.32384,0.598008
"14305","Ripk2",8.11478,9.3733,0.617293
"14306","Cpne3",18.2734,19.5865,0.810423
"14307","Wwp1",16.2125,21.6426,0.115631
"14308","Atp6v0d2",0.0821993,0.0683182,1
"14309","4930480G23Rik",0.00967276,0.010176,1
"14310","Nkain3",0.034163,0.0890814,1
"14311","Prdm13",0.0475623,0.0234812,1
"14312","2610029I01Rik",15.6095,8.6476,0.0036817
"14313","4930528A17Rik",0.486311,0.603246,0.964402
"14314","Pou3f2",0.222901,0.312009,1
"14315","Klhl32",0.398284,0.0853072,1
"14316","Fhl5",0,0,1
"14317","1810074P20Rik",9.89875,7.32061,0.123499
"14318","Fut9",3.5931,0.892281,0.000682861
"14319","Manea",5.49885,3.46553,0.0153913
"14320","4930548K13Rik",0,0,1
"14321","BC024582",0.517757,0.172006,0.432368
"14322","Gja10",0.025443,0.0402088,1
"14323","Ankrd6",5.47435,7.65634,0.10386
"14324","4933421O10Rik",3.27005,2.64069,0.41787
"14325","Pm20d2",1.738,3.21386,0.00230466
"14326","Pnrc1",29.2153,28.145,0.914152
"14327","Spaca1",0.0537098,0.103558,1
"14328","Orc3",17.5961,18.9381,0.872508
"14329","Slc35a1",10.1648,11.1688,0.765386
"14330","1700003M02Rik",1.38032,0.237428,0.000682861
"14331","Gm136",0,0,1
"14332","1810030N24Rik",8.10315,10.0165,0.490626
"14333","Zfp292",24.9425,16.9614,0.016269
"14334","2410114N07Rik",1.45612,1.31665,0.856749
"14335","Mob3b",1.98378,2.53974,0.328334
"14336","3110043O21Rik",6.43012,6.44123,0.995762
"14337","Lingo2",0.0193274,0.0298922,1
"14338","Mir876",0,0,1
"14339","Mir873",0,0,1
"14340","Ddx58",15.4547,7.30808,0.000682861
"14341","Topors",51.4899,31.0058,0.000682861
"14342","Ndufb6",114.174,101.533,0.662338
"14343","4933428C19Rik",0.0418834,0.126063,1
"14344","Aptx",2.05988,3.30605,0.018542
"14345","Smu1",74.3436,52.6682,0.306632
"14346","B4galt1",12.3743,15.8243,0.210153
"14347","Mir5123",8.21781,27.4042,0.802632
"14348","Bag1",69.2045,83.8631,0.329752
"14349","Aqp7",0.381852,0.464941,1
"14350","Aqp3",76.9651,1.9741,0.000682861
"14351","Nol6",57.2292,34.6083,0.00277728
"14352","Ubap2",82.3708,79.7716,0.922117
"14353","Dcaf12",32.065,31.2398,0.937068
"14354","Kif24",4.79518,6.44186,0.131034
"14355","AI464131",7.86404,1.92471,0.000682861
"14356","1110017D15Rik",0,0.102639,1
"14357","2310028H24Rik",1.19714,0.81678,0.291749
"14358","Enho",0.478392,3.36717,0.000682861
"14359","Cntfr",3.36932,3.6446,0.876779
"14360","2810432D09Rik",26.0905,23.594,0.7552
"14361","Dctn3",42.6097,38.8163,0.745287
"14362","Arid3c",0.16118,0.649927,0.000682861
"14363","Sigmar1",36.2167,52.7212,0.0305528
